id x y theta
7 645.53 175.18 0.657
8 160.24 661.39 -2.603
9 84.77 528.70 -1.879
10 441.47 465.68 -2.833
11 722.70 580.76 2.145
12 568.87 224.14 0.810
13 212.07 650.07 1.074
14 422.27 448.81 1.118
15 688.04 408.72 -1.501
913
1 63.75 277.61 -0.997
2 193.11 661.62 0.784
3 75.79 506.02 1.450
4 725.31 214.15 0.984
5 741.05 243.65 -1.706
6 682.62 629.85 2.116
7 639.40 171.74 0.709
8 157.71 659.91 -2.638
9 83.32 527.06 -1.865
10 441.78 466.07 -2.850
11 720.32 583.39 2.133
12 572.90 230.48 0.987
13 211.46 650.36 1.221
14 422.74 449.28 1.119
15 687.68 398.33 -1.501
914
1 63.33 277.65 -1.015
2 195.13 663.88 0.799
3 75.81 505.85 1.443
4 727.38 217.28 1.059
5 741.83 242.64 -1.705
6 679.50 634.56 2.121
7 638.64 171.50 0.752
8 155.84 658.03 -2.612
9 83.15 526.50 -1.862
10 442.08 466.45 -2.867
11 717.55 586.36 2.211
12 575.18 235.72 1.071
13 211.14 651.09 1.357
14 422.79 449.68 1.146
15 687.30 388.21 -1.545
915
1 63.29 277.59 -1.025
2 196.70 666.06 0.808
3 76.52 506.91 1.450
4 728.13 218.13 1.029
5 741.96 243.16 -1.669
6 676.15 637.82 2.110
7 638.91 171.40 0.735
8 151.83 654.91 -2.600
9 83.51 528.69 -1.929
10 443.63 466.78 -2.920
11 713.83 590.98 2.206
12 576.22 240.72 1.102
13 210.87 650.30 1.496
14 422.31 450.59 1.250
15 687.66 378.68 -1.568
916
1 63.24 277.60 -1.054
2 198.58 668.85 0.782
3 75.90 506.34 1.443
4 728.20 218.22 1.009
5 742.06 243.41 -1.648
6 671.77 640.80 2.127
7 639.07 171.65 0.730
8 149.00 652.86 -2.618
9 83.27 527.00 -1.864
10 444.28 466.89 -2.918
11 708.66 596.91 2.206
12 579.13 247.42 1.204
13 209.87 650.32 1.730
14 422.37 451.19 1.289
15 686.77 370.48 -1.532
917
1 63.46 277.35 -1.085
2 201.84 672.69 0.683
3 75.75 506.10 1.430
4 728.21 218.30 1.000
5 742.26 243.47 -1.642
6 669.55 644.69 2.172
7 640.47 173.63 0.756
8 145.98 650.64 -2.662
9 83.37 527.25 -1.860
10 444.23 467.22 -2.933
11 702.86 602.16 2.208
12 581.71 252.01 1.204
13 208.81 650.53 1.804
14 422.55 452.70 1.359
15 687.67 361.37 -1.586
918
1 63.77 277.22 -1.124
2 204.29 676.02 0.607
3 75.79 505.85 1.434
4 728.18 218.21 0.963
5 742.47 243.53 -1.644
6 665.66 649.85 2.195
7 643.60 176.49 0.728
8 145.20 649.49 -2.695
9 82.91 526.47 -1.864
10 443.81 467.17 -2.948
11 697.89 608.37 2.311
12 585.17 258.53 1.106
13 209.01 650.56 1.947
14 422.92 453.92 1.448
15 687.55 350.67 -1.552
919
1 63.84 277.16 -1.128
2 207.45 679.77 0.577
3 75.83 505.57 1.407
4 728.53 217.98 0.885
5 742.77 243.34 -1.616
6 661.41 653.68 2.174
7 648.24 180.86 0.706
8 145.71 649.49 -2.760
9 82.69 526.38 -1.827
10 444.02 467.23 -2.935
11 692.72 613.83 2.281
12 587.22 265.34 1.166
13 209.06 650.94 1.993
14 422.41 453.66 1.446
15 688.87 341.83 -1.619
920
1 64.12 276.79 -1.154
2 211.67 683.12 0.508
3 75.29 504.55 1.351
4 728.64 216.72 0.861
5 743.57 242.90 -1.576
6 657.02 656.59 2.208
7 652.78 185.84 0.726
8 146.10 649.08 -2.790
9 81.97 526.86 -1.895
10 444.35 467.00 -2.884
11 688.00 618.42 2.309
12 589.92 272.34 1.244
13 209.58 650.83 1.970
14 421.90 453.09 1.456
15 688.13 331.71 -1.560
921
1 64.29 276.60 -1.174
2 217.69 685.89 0.437
3 76.36 505.92 1.424
4 729.09 216.88 0.834
5 744.55 242.89 -1.537
6 654.39 658.63 2.300
7 660.50 191.92 0.736
8 148.23 650.08 -2.935
9 83.04 527.33 -1.881
10 445.22 467.26 -2.835
11 682.17 623.40 2.376
12 593.26 279.22 1.123
13 210.13 651.96 1.919
14 422.06 453.73 1.438
15 686.95 321.25 -1.636
922
1 64.31 276.49 -1.168
2 225.24 689.99 0.359
3 75.70 505.11 1.348
4 729.20 217.00 0.826
5 745.52 242.46 -1.512
6 650.38 663.61 2.256
7 667.37 198.91 0.789
8 148.67 651.15 -3.108
9 82.39 527.52 -1.903
10 445.41 467.11 -2.756
11 674.52 628.32 2.436
12 595.77 285.99 1.096
13 210.41 652.98 1.880
14 422.06 454.26 1.463
15 685.83 310.85 -1.616
923
1 64.27 276.56 -1.100
2 233.92 693.22 0.281
3 76.54 505.62 1.424
4 729.72 217.49 0.838
5 746.23 242.49 -1.517
6 646.22 667.52 2.299
7 672.88 206.09 0.801
8 150.20 651.13 3.072
9 82.81 527.26 -1.881
10 445.51 466.63 -2.661
11 668.03 631.88 2.498
12 599.14 290.72 1.117
13 210.64 652.79 1.901
14 421.93 454.39 1.442
15 684.74 300.59 -1.700
924
1 64.43 276.74 -1.056
2 243.33 696.46 0.231
3 76.88 507.56 1.418
4 730.86 218.40 0.825
5 746.01 242.08 -1.478
6 642.57 671.06 2.343
7 679.12 213.45 0.832
8 151.71 651.76 2.899
9 83.27 528.40 -1.850
10 445.39 465.68 -2.539
11 662.16 633.88 2.607
12 602.40 295.74 1.139
13 211.20 652.95 1.865
14 422.01 453.86 1.327
15 683.02 290.09 -1.686
925
1 64.39 276.74 -1.014
2 254.64 700.01 0.205
3 76.35 506.90 1.433
4 732.45 219.47 0.758
5 746.46 241.48 -1.540
6 638.57 674.01 2.297
7 683.39 219.29 0.912
8 152.62 652.96 2.697
9 82.77 527.35 -1.850
10 445.33 464.14 -2.349
11 654.38 635.98 2.669
12 604.10 303.31 1.006
13 211.35 652.98 1.860
14 421.82 453.61 1.214
15 680.68 280.74 -1.770
926
1 64.80 276.65 -0.985
2 264.54 702.21 0.152
3 76.12 506.98 1.413
4 732.82 220.18 0.773
5 747.32 240.80 -1.611
6 634.20 676.45 2.313
7 688.57 226.16 0.823
8 153.84 653.61 2.515
9 82.50 527.16 -1.868
10 445.61 462.78 -2.255
11 646.97 638.16 2.722
12 606.53 310.04 1.070
13 211.41 652.52 1.879
14 421.50 453.53 1.079
15 678.42 271.97 -1.834
927
1 65.28 276.94 -0.922
2 274.93 704.38 0.168
3 76.08 507.32 1.439
4 732.58 220.36 0.782
5 747.19 241.32 -1.600
6 629.12 679.30 2.347
7 693.95 233.88 0.811
8 155.11 654.52 2.323
9 82.84 527.91 -1.840
10 446.38 461.26 -2.194
11 641.02 640.37 2.746
12 609.34 315.90 1.192
13 211.27 652.62 1.888
14 421.27 452.65 0.960
15 674.18 263.28 -1.838
928
1 65.26 277.38 -0.846
2 284.33 706.48 0.182
3 75.87 506.63 1.468
4 732.40 220.52 0.777
5 747.03 241.98 -1.554
6 626.45 682.49 2.407
7 698.45 240.96 0.788
8 156.55 656.19 2.104
9 82.70 527.37 -1.840
10 448.06 459.41 -2.125
11 633.40 642.27 2.725
12 612.86 322.87 1.165
13 211.42 652.91 1.864
14 421.45 451.39 0.858
15 671.39 254.20 -1.880
929
1 65.28 278.15 -0.789
2 295.27 708.63 0.124
3 75.96 506.56 1.460
4 732.36 220.77 0.769
5 746.76 242.53 -1.516
6 622.18 685.11 2.418
7 704.27 249.69 0.779
8 157.82 657.87 1.899
9 82.70 527.50 -1.848
10 448.92 457.37 -2.072
11 625.88 643.85 2.759
12 614.58 328.30 1.065
13 211.69 653.16 1.842
14 422.22 450.55 0.721
15 667.08 245.84 -1.878
930
1 65.04 278.97 -0.725
2 307.00 711.84 0.193
3 75.60 506.34 1.481
4 732.10 220.74 0.763
5 746.90 243.48 -1.508
6 616.49 687.41 2.465
7 709.07 256.70 0.837
8 158.97 658.83 1.787
9 82.25 526.62 -1.874
10 448.60 456.35 -2.041
11 618.00 646.00 2.851
12 617.72 336.69 1.123
13 212.00 653.46 1.821
14 422.44 449.67 0.645
15 663.59 237.39 -1.939
931
1 64.95 279.22 -0.715
2 318.79 714.01 0.083
3 75.23 505.91 1.503
4 732.13 220.77 0.779
5 747.14 244.07 -1.477
6 612.95 690.13 2.499
7 714.84 264.08 0.768
8 160.62 659.72 1.639
9 81.75 526.52 -1.903
10 448.18 456.39 -2.063
11 607.98 647.40 2.829
12 621.53 343.39 1.163
13 212.17 653.33 1.832
14 423.54 448.62 0.539
15 659.37 229.05 -1.936
932
1 65.19 279.43 -0.667
2 330.25 715.01 0.131
3 75.48 506.11 1.493
4 732.21 220.92 0.818
5 746.74 243.76 -1.456
6 608.69 693.26 2.435
7 720.08 272.00 0.857
8 162.40 661.39 1.504
9 82.22 527.30 -1.900
10 448.74 455.74 -2.024
11 598.77 649.32 2.869
12 624.30 349.67 1.053
13 212.17 653.39 1.833
14 423.19 447.88 0.504
15 655.07 219.76 -2.021
933
1 65.06 279.64 -0.639
2 341.63 715.90 0.026
3 75.80 506.56 1.485
4 733.62 222.68 0.846
5 746.00 243.46 -1.537
6 603.69 696.09 2.413
7 724.57 279.39 0.864
8 166.15 663.25 1.314
9 82.48 527.80 -1.873
10 448.84 454.44 -1.927
11 589.54 651.54 2.856
12 627.57 358.28 1.147
13 212.25 653.92 1.794
14 423.45 447.45 0.459
15 651.91 211.89 -1.974
934
1 65.17 279.40 -0.636
2 352.74 715.22 -0.026
3 75.98 506.69 1.468
4 734.18 223.42 0.879
5 745.14 241.47 -1.642
6 598.20 699.67 2.420
7 731.02 289.24 0.861
8 168.18 665.13 1.275
9 82.61 528.29 -1.881
10 449.28 451.72 -1.884
11 579.21 652.80 2.869
12 630.97 366.21 1.255
13 212.56 653.77 1.760
14 424.11 447.63 0.476
15 653.82 214.83 -1.907
935
1 65.17 279.61 -0.604
2 361.73 714.39 -0.044
3 75.73 506.16 1.451
4 733.91 222.91 0.845
5 745.33 240.22 -1.724
6 594.34 703.78 2.370
7 737.46 298.28 0.859
8 171.20 667.71 1.130
9 82.30 527.61 -1.883
10 450.11 449.37 -1.899
11 570.54 655.54 2.960
12 632.77 373.79 1.145
13 212.67 653.85 1.753
14 424.84 448.09 0.548
15 655.19 216.24 -1.904
936
1 65.23 279.28 -0.622
2 371.35 712.74 -0.141
3 75.53 506.60 1.497
4 734.16 223.21 0.839
5 745.67 239.12 -1.731
6 589.46 706.70 2.369
7 743.83 305.93 0.817
8 173.26 670.81 1.015
9 82.36 527.38 -1.870
10 450.34 446.10 -1.873
11 559.64 656.54 3.008
12 634.65 380.87 1.146
13 212.94 654.16 1.728
14 425.23 448.56 0.582
15 655.11 215.11 -1.770
937
1 65.18 279.09 -0.609
2 383.57 710.36 -0.083
3 75.47 506.76 1.484
4 734.23 223.08 0.829
5 746.18 238.67 -1.727
6 585.77 708.28 2.401
7 750.06 315.34 0.877
8 175.94 673.52 0.935
9 82.40 527.69 -1.929
10 449.10 442.85 -1.816
11 548.97 657.97 2.973
12 636.78 387.73 1.437
13 213.13 654.25 1.695
14 425.61 449.42 0.670
15 654.65 212.39 -1.707
938
1 65.72 279.19 -0.571
2 393.58 708.61 -0.191
3 75.29 506.80 1.517
4 735.19 224.07 0.847
5 747.06 237.79 -1.678
6 582.63 710.46 2.402
7 756.56 326.40 0.980
8 179.62 676.19 0.913
9 82.09 527.60 -1.974
10 448.49 438.84 -1.770
11 539.39 659.43 3.035
12 638.05 394.43 1.446
13 213.24 654.90 1.680
14 426.03 450.67 0.750
15 654.47 206.83 -1.721
939
1 65.14 279.45 -0.552
2 404.91 706.66 -0.220
3 75.28 505.13 1.515
4 735.27 224.56 0.889
5 746.53 236.91 -1.613
6 579.93 712.62 2.464
7 760.95 335.65 1.089
8 182.57 678.87 0.934
9 81.01 525.90 -2.035
10 448.27 434.59 -1.760
11 527.64 659.91 3.004
12 636.98 399.88 1.443
13 213.41 655.03 1.650
14 426.37 451.54 0.771
15 653.01 200.56 -1.673
940
1 65.29 279.56 -0.545
2 415.77 704.48 -0.250
3 75.18 505.39 1.550
4 735.32 224.30 0.888
5 746.71 236.53 -1.644
6 576.22 714.88 2.454
7 764.24 343.85 1.152
8 184.82 680.88 0.883
9 81.03 526.29 -2.052
10 448.02 429.21 -1.741
11 518.79 662.24 3.059
12 636.28 407.85 1.597
13 213.59 654.99 1.626
14 427.37 452.84 0.745
15 652.06 193.02 -1.647
941
1 65.20 279.56 -0.513
2 426.13 700.89 -0.314
3 74.96 505.83 1.608
4 735.46 224.38 0.885
5 746.93 236.10 -1.683
6 571.48 716.62 2.471
7 766.61 350.57 1.142
8 188.10 684.86 0.913
9 80.95 526.35 -2.068
10 447.70 424.25 -1.702
11 509.57 663.47 3.079
12 637.26 414.38 1.674
13 213.85 655.33 1.595
14 428.82 453.37 0.679
15 650.94 184.56 -1.676
942
1 65.53 279.62 -0.463
2 438.65 696.35 -0.314
3 74.93 505.98 1.634
4 735.33 224.29 0.890
5 746.70 235.36 -1.733
6 565.86 716.90 2.515
7 766.81 357.15 1.250
8 191.40 687.82 0.946
9 80.52 526.31 -2.075
10 447.46 419.11 -1.726
11 500.15 661.95 3.107
12 635.92 421.60 1.577
13 214.10 655.87 1.541
14 429.88 453.98 0.572
15 649.27 178.13 -1.688
943
1 65.69 279.66 -0.418
2 449.22 692.25 -0.419
3 74.55 506.39 1.692
4 734.75 223.97 0.871
5 746.72 234.75 -1.815
6 562.86 719.15 2.565
7 767.96 364.04 1.378
8 193.68 688.87 0.923
9 79.77 526.25 -2.086
10 447.00 414.00 -1.664
11 489.79 662.42 3.086
12 634.14 428.88 1.594
13 214.47 656.35 1.517
14 430.11 454.51 0.481
15 648.93 170.26 -1.671
944
1 65.97 279.55 -0.436
2 456.96 688.85 -0.324
3 74.52 506.00 1.674
4 734.68 223.97 0.880
5 746.01 233.16 -1.827
6 557.13 723.02 2.536
7 768.08 370.98 1.375
8 196.44 690.48 0.862
9 79.99 526.60 -2.092
10 446.65 408.71 -1.616
11 478.92 662.02 3.058
12 633.75 436.35 1.758
13 214.52 656.68 1.495
14 429.58 454.75 0.351
15 647.34 161.86 -1.675
945
1 65.89 279.38 -0.475
2 461.33 688.49 -0.272
3 74.52 506.29 1.668
4 734.53 223.91 0.867
5 746.14 232.92 -1.780
6 553.22 724.92 2.515
7 766.16 380.79 1.525
8 200.22 692.97 0.819
9 80.16 526.82 -2.097
10 446.58 403.30 -1.681
11 476.14 661.10 2.972
12 632.10 445.65 1.697
13 214.97 656.98 1.451
14 430.13 454.51 0.337
15 646.81 153.49 -1.698
946
1 65.68 279.60 -0.511
2 467.51 687.99 -0.274
3 74.38 506.83 1.691
4 735.33 224.71 0.843
5 746.88 232.27 -1.810
6 547.84 725.39 2.663
7 764.67 392.55 1.536
8 205.16 696.09 0.864
9 80.12 527.33 -2.126
10 447.04 398.54 -1.637
11 472.57 661.34 2.916
12 630.10 452.83 1.682
13 215.50 657.66 1.425
14 431.52 454.40 0.301
15 644.55 146.35 -1.719
947
1 66.08 279.58 -0.501
2 477.03 686.47 -0.278
3 74.58 507.83 1.658
4 735.42 224.46 0.824
5 747.04 231.35 -1.798
6 544.58 727.24 2.667
7 764.21 403.48 1.614
8 209.04 699.42 0.804
9 80.15 527.30 -2.104
10 447.35 392.11 -1.554
11 470.69 661.35 2.919
12 627.96 461.35 1.801
13 215.98 658.10 1.388
14 431.34 453.97 0.232
15 643.68 139.49 -1.687
948
1 65.95 279.66 -0.512
2 485.11 684.50 -0.375
3 74.74 506.74 1.658
4 736.22 225.25 0.829
5 747.01 230.22 -1.810
6 539.09 729.42 2.648
7 762.64 414.86 1.618
8 212.42 701.10 0.747
9 79.71 526.33 -2.110
10 447.74 387.01 -1.523
11 468.21 662.11 2.917
12 625.36 469.93 1.786
13 216.43 658.69 1.337
14 432.27 453.38 0.136
15 642.37 132.47 -1.694
949
1 66.05 279.48 -0.539
2 493.11 681.08 -0.477
3 74.60 506.78 1.684
4 736.24 225.40 0.832
5 747.10 229.85 -1.821
6 533.96 730.79 2.647
7 761.64 426.30 1.582
8 215.54 702.30 0.759
9 79.70 526.55 -2.152
10 449.05 381.47 -1.550
11 460.67 662.10 2.834
12 623.12 475.34 1.777
13 216.92 659.19 1.307
14 432.70 452.48 0.018
15 639.93 125.61 -1.769
950
1 65.71 279.41 -0.621
2 502.68 676.79 -0.521
3 74.72 507.54 1.649
4 735.89 225.18 0.877
5 747.41 229.67 -1.806
6 527.92 732.27 2.676
7 761.02 436.08 1.643
8 219.32 704.14 0.735
9 79.93 526.71 -2.132
10 448.96 376.34 -1.514
11 458.97 661.83 2.771
12 620.05 482.56 1.921
13 217.81 660.26 1.234
14 432.47 452.01 -0.102
15 638.19 119.98 -1.788
951
1 65.11 279.17 -0.678
2 510.04 672.63 -0.541
3 74.84 507.40 1.642
4 735.03 224.51 0.958
5 747.26 228.94 -1.924
6 523.53 734.76 2.714
7 760.87 446.26 1.617
8 223.35 707.36 0.738
9 79.35 527.58 -2.172
10 449.10 370.40 -1.417
11 456.70 662.20 2.761
12 616.87 488.47 2.014
13 218.39 660.61 1.157
14 432.87 451.04 -0.190
15 636.69 113.28 -1.820
952
1 64.70 279.23 -0.721
2 519.07 666.51 -0.554
3 74.97 507.26 1.634
4 734.38 224.12 1.034
5 747.36 227.60 -1.961
6 516.92 737.39 2.598
7 759.71 457.02 1.706
8 227.52 710.13 0.739
9 80.45 527.31 -2.117
10 450.80 364.64 -1.427
11 452.79 662.99 2.746
12 613.09 494.54 1.927
13 218.74 660.77 1.087
14 433.66 450.29 -0.275
15 633.75 108.47 -1.908
953
1 64.30 279.09 -0.728
2 527.46 659.58 -0.564
3 75.09 507.13 1.626
4 733.36 224.53 1.190
5 747.06 226.24 -1.969
6 511.96 738.80 2.673
7 758.16 467.71 1.605
8 231.03 712.01 0.732
9 80.46 527.27 -2.117
10 452.17 360.70 -1.429
11 447.19 665.18 2.773
12 608.64 501.32 1.989
13 219.72 661.41 1.023
14 435.36 449.74 -0.453
15 631.80 104.82 -2.075
954
1 64.06 279.31 -0.727
2 536.65 653.32 -0.630
3 75.21 506.99 1.618
4 732.22 226.25 1.336
5 747.09 225.82 -2.008
6 508.29 739.14 2.779
7 756.13 479.05 1.684
8 233.76 713.86 0.692
9 80.47 527.23 -2.117
10 453.10 354.72 -1.365
11 440.47 667.78 2.709
12 605.76 507.93 2.107
13 220.22 661.56 0.989
14 435.83 449.53 -0.532
15 627.74 101.25 -2.168
955
1 63.93 279.27 -0.759
2 545.10 645.64 -0.618
3 75.33 506.85 1.610
4 731.57 227.71 1.356
5 747.13 226.13 -1.961
6 503.19 740.94 2.802
7 753.74 490.56 1.687
8 237.03 716.38 0.751
9 80.48 527.19 -2.116
10 454.09 349.62 -1.411
11 432.73 670.39 2.740
12 601.43 515.11 1.990
13 221.11 661.75 0.928
14 437.62 448.37 -0.634
15 621.11 96.84 -2.309
956
1 63.40 279.29 -0.808
2 552.57 638.73 -0.764
3 75.46 506.72 1.603
4 730.76 228.70 1.386
5 746.38 225.76 -1.981
6 498.07 741.64 2.756
7 751.34 502.32 1.741
8 240.45 718.19 0.754
9 80.48 527.15 -2.116
10 455.20 344.30 -1.419
11 425.52 672.98 2.758
12 596.82 519.67 2.012
13 222.01 662.21 0.886
14 440.09 446.20 -0.687
15 615.70 92.01 -2.330
957
1 63.52 279.40 -0.845
2 559.30 630.18 -0.841
3 75.58 506.58 1.595
4 729.89 231.12 1.471
5 746.17 224.49 -2.027
6 491.52 743.15 2.838
7 748.65 510.67 1.773
8 243.47 718.43 0.672
9 80.49 527.11 -2.115
10 456.58 337.07 -1.293
11 417.83 675.23 2.774
12 592.05 526.29 2.167
13 222.94 662.69 0.828
14 441.55 444.09 -0.621
15 610.69 88.66 -2.360
958
1 63.48 279.44 -0.848
2 564.86 622.68 -0.917
3 75.62 506.58 1.600
4 729.43 234.73 1.498
5 745.52 223.90 -2.032
6 484.96 744.46 2.856
7 746.12 518.97 1.733
8 246.28 720.12 0.647
9 80.50 527.07 -2.115
10 458.50 331.80 -1.266
11 409.29 676.95 2.856
12 588.51 531.24 2.232
13 223.80 662.75 0.769
14 443.02 443.87 -0.487
15 603.07 83.32 -2.448
959
1 63.29 279.42 -0.874
2 569.42 614.81 -1.013
3 75.66 506.59 1.605
4 729.64 239.21 1.572
5 744.72 223.28 -2.054
6 479.50 745.79 2.802
7 742.67 526.93 1.800
8 248.70 721.54 0.701
9 80.51 527.03 -2.114
10 460.55 326.57 -1.333
11 400.84 678.87 2.914
12 583.26 533.91 2.290
13 224.74 662.98 0.718
14 446.18 442.96 -0.477
15 595.46 79.58 -2.464
960
1 63.28 279.24 -0.913
2 575.47 605.84 -1.009
3 75.70 506.60 1.610
4 729.60 244.98 1.607
5 744.52 223.24 -2.045
6 471.07 746.58 2.869
7 740.32 535.68 1.813
8 249.10 721.92 0.749
9 80.51 526.99 -2.114
10 462.03 320.78 -1.306
11 392.33 677.95 2.978
12 578.02 538.49 2.472
13 225.20 663.14 0.670
14 448.84 441.45 -0.537
15 587.54 75.23 -2.513
961
1 63.42 278.90 -0.962
2 581.41 596.19 -1.035
3 75.74 506.60 1.616
4 728.86 250.82 1.596
5 743.57 223.95 -2.111
6 464.62 748.22 2.889
7 737.21 542.17 1.848
8 250.19 721.91 0.733
9 80.52 526.95 -2.114
10 463.44 315.27 -1.274
11 382.53 677.64 3.066
12 575.70 539.80 2.571
13 225.89 663.71 0.638
14 450.47 440.86 -0.478
15 581.35 71.70 -2.552
962
1 63.35 279.03 -1.007
2 587.20 587.25 -0.966
3 75.78 506.61 1.621
4 727.49 256.69 1.623
5 744.04 223.06 -2.078
6 460.26 749.33 2.795
7 735.08 548.34 1.907
8 252.20 721.81 0.696
9 80.53 526.91 -2.113
10 465.12 310.02 -1.292
11 372.90 677.74 3.042
12 578.33 534.13 2.932
13 226.45 664.05 0.625
14 453.97 441.06 -0.474
15 575.51 69.72 -2.632
963
1 63.41 278.95 -1.041
2 593.54 579.54 -0.943
3 75.82 506.62 1.626
4 727.12 262.23 1.591
5 743.99 222.70 -2.088
6 455.82 748.79 2.871
7 730.67 556.39 1.869
8 253.71 721.48 0.643
9 80.54 526.87 -2.113
10 466.20 306.32 -1.326
11 361.41 678.34 3.086
12 569.16 535.07 2.904
13 227.02 665.00 0.621
14 454.45 440.81 -0.404
15 568.56 66.52 -2.665
964
1 63.34 279.00 -1.057
2 600.53 569.71 -1.026
3 75.86 506.62 1.631
4 727.60 267.70 1.532
5 743.15 222.63 -2.105
6 449.51 749.33 2.946
7 726.30 564.00 1.857
8 253.55 721.55 0.634
9 80.54 526.83 -2.112
10 466.89 301.73 -1.304
11 351.27 678.34 3.123
12 565.77 536.24 2.876
13 228.34 666.05 0.635
14 455.88 440.27 -0.339
15 561.54 63.38 -2.562
965
1 63.31 279.04 -1.058
2 606.12 559.30 -1.002
3 75.90 506.63 1.636
4 729.92 272.88 1.429
5 743.40 221.41 -2.082
6 443.65 750.87 2.851
7 722.49 571.34 1.934
8 252.90 721.91 0.704
9 80.55 526.79 -2.112
10 467.54 297.68 -1.339
11 341.51 676.84 3.131
12 561.48 537.97 2.872
13 230.57 667.20 0.667
14 459.34 439.88 -0.295
15 552.18 59.44 -2.684
966
1 63.22 279.02 -1.051
2 610.05 551.60 -1.083
3 75.94 506.63 1.641
4 731.69 276.49 1.336
5 743.35 221.15 -2.068
6 438.21 751.18 2.829
7 717.85 578.15 1.933
8 252.96 722.48 0.772
9 80.56 526.75 -2.111
10 468.29 293.43 -1.413
11 334.17 676.96 -3.087
12 555.79 539.67 2.751
13 233.03 667.62 0.700
14 461.70 439.84 -0.254
15 544.35 57.28 -2.701
967
1 63.30 278.69 -1.001
2 615.07 541.01 -1.132
3 75.98 506.64 1.647
4 732.55 280.26 1.365
5 743.51 220.73 -2.061
6 431.01 751.91 2.862
7 712.89 584.70 2.017
8 252.86 722.36 0.769
9 80.57 526.71 -2.111
10 468.58 290.70 -1.504
11 324.18 676.11 -3.127
12 550.12 540.95 2.727
13 234.66 669.42 0.706
14 464.71 439.92 -0.242
15 538.48 55.32 -2.677
968
1 63.54 278.77 -0.966
2 618.82 531.22 -1.163
3 75.97 506.55 1.637
4 733.19 288.10 1.227
5 743.35 220.91 -2.034
6 425.75 752.78 2.954
7 707.76 592.27 2.093
8 252.75 722.22 0.761
9 80.91 527.23 -2.106
10 468.99 286.28 -1.522
11 315.88 675.46 -3.105
12 543.46 542.02 2.815
13 236.26 671.38 0.661
14 469.29 440.19 -0.265
15 529.31 52.38 -2.765
969
1 64.05 278.74 -0.950
2 621.85 522.01 -1.285
3 75.96 506.45 1.628
4 735.90 294.06 1.231
5 743.56 220.83 -2.027
6 418.77 753.25 2.952
7 701.92 599.05 2.177
8 252.28 722.38 0.776
9 81.00 527.37 -2.118
10 468.18 282.99 -1.546
11 309.26 675.71 -3.065
12 538.28 543.52 2.876
13 238.34 673.44 0.618
14 472.33 438.82 -0.222
15 520.36 51.10 -2.778
970
1 64.23 278.76 -0.911
2 625.66 511.31 -1.238
3 75.96 506.36 1.619
4 738.58 303.20 1.162
5 743.44 220.43 -2.040
6 412.15 754.14 2.941
7 694.24 605.11 2.256
8 252.13 722.60 0.847
9 80.87 526.92 -2.106
10 467.76 277.71 -1.644
11 300.90 673.34 -3.056
12 530.66 545.90 2.802
13 240.28 674.30 0.644
14 474.67 438.26 -0.146
15 513.28 49.26 -2.793
971
1 64.12 278.68 -0.845
2 629.10 500.62 -1.325
3 75.95 506.26 1.610
4 741.64 312.79 1.248
5 742.97 219.74 -2.054
6 407.02 755.11 2.985
7 686.16 613.62 2.179
8 252.20 722.81 0.868
9 81.21 526.64 -2.063
10 467.43 273.91 -1.723
11 293.96 671.55 -2.989
12 525.33 546.80 2.772
13 242.58 675.20 0.675
14 479.76 437.95 -0.183
15 505.81 46.84 -2.804
972
1 64.31 278.82 -0.813
2 631.67 489.03 -1.364
3 75.94 506.17 1.600
4 744.15 321.83 1.295
5 742.18 218.82 -2.078
6 401.75 755.37 2.994
7 677.26 622.67 2.212
8 252.22 722.77 0.866
9 81.00 526.77 -2.054
10 466.88 269.84 -1.753
11 287.56 669.86 -2.992
12 517.66 547.28 2.878
13 245.26 676.45 0.681
14 481.85 438.35 -0.183
15 498.15 44.84 -2.802
973
1 64.12 279.00 -0.774
2 633.28 477.17 -1.396
3 75.95 505.90 1.613
4 746.32 330.68 1.308
5 740.49 217.23 -2.118
6 395.59 755.80 2.958
7 669.36 631.23 2.200
8 252.37 722.77 0.847
9 81.05 526.58 -2.026
10 465.50 265.70 -1.758
11 279.32 666.09 -2.942
12 511.20 549.04 2.840
13 247.09 678.37 0.695
14 485.92 439.46 -0.265
15 489.41 42.58 -2.853
