X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	
779.44	622.64	1	167.61	527.61	0.9601	359.83	764.73	1	178.13	373.54	0.92158	182.7	427.48	0.80193	123.81	488.56	0.8502
773.77	598.5	1	175.6	533.2	0.9601	360.34	763.87	1	180.28	369.8	0.92158	176.88	429.5	0.80193	121.56	492.34	0.8502
768.96	575.46	1	174.99	533.3	0.9601	358.77	764.99	1	182	367.47	0.92158	176.88	431.37	0.80193	118.75	497.29	0.8502
764.07	562.53	1	173.95	532.36	0.9601	354.9	763.05	1	183.82	366.46	0.92158	177.69	431.67	0.80193	116.92	502.08	0.8502
763.88	552.59	1	174.08	532.12	0.9601	349.32	759.08	1	184.33	365.44	0.92158	178.64	433.13	0.80193	115.63	508.89	0.8502
770.67	534.72	1	175.05	531.62	0.9601	349.07	755.87	1	179.3	368.37	0.92158	178.39	435.01	0.80193	112.86	517.47	0.8502
777.57	522.37	1	175.18	531.61	0.9601	343.48	749.34	1	175.44	371.65	0.92158	175.63	435.15	0.80193	113.41	523.04	0.8502
789.92	515.02	1	172.98	531.67	0.9601	349.65	741.07	1	173.75	376.21	0.92158	175.72	435.03	0.80193	116.61	529.25	0.8502
808.22	512.02	1	172.18	531.23	0.9601	354.37	737.54	1	171.7	376.94	0.92158	174.15	434.49	0.80193	120.45	529.69	0.8502
819.87	513.85	1	172.35	530.78	0.9601	351.39	732.71	1	175.52	377.79	0.92158	175.16	435.94	0.80193	118.55	533.77	0.8502
820.94	514.43	1	172.46	530.99	0.9601	351.63	729.81	1	177	379.43	0.92158	176.83	437.05	0.80193	116.23	539.98	0.8502
821.25	514.5	1	172.18	531.18	0.9601	354.24	729.74	1	181.23	379.65	0.92158	176.98	437.97	0.80193	119.37	561.09	0.8502
